---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 13:09:56 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:23:34 (uptime: 0d, 00h 05m 54s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 128826
decoder.bytes                                                | Total                     | 84093291
decoder.ipv4                                                 | Total                     | 128802
decoder.ipv6                                                 | Total                     | 24
decoder.tcp                                                  | Total                     | 128428
tcp.syn                                                      | Total                     | 84
tcp.synack                                                   | Total                     | 98
tcp.rst                                                      | Total                     | 42
decoder.udp                                                  | Total                     | 398
decoder.avg_pkt_size                                         | Total                     | 652
decoder.max_pkt_size                                         | Total                     | 23400
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 216
flow.active                                                  | Total                     | 199
flow.tcp                                                     | Total                     | 133
flow.udp                                                     | Total                     | 83
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 17
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25424
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 105763
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 15
app_layer.tx.mdns                                            | Total                     | 135
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 204
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 17
flow.mgr.full_hash_pass                                      | Total                     | 34
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 216
flow.mgr.flows_notimeout                                     | Total                     | 216
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:23:42 (uptime: 0d, 00h 06m 02s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 130442
decoder.bytes                                                | Total                     | 84530385
decoder.ipv4                                                 | Total                     | 130418
decoder.ipv6                                                 | Total                     | 24
decoder.tcp                                                  | Total                     | 130044
tcp.syn                                                      | Total                     | 84
tcp.synack                                                   | Total                     | 98
tcp.rst                                                      | Total                     | 42
decoder.udp                                                  | Total                     | 398
decoder.avg_pkt_size                                         | Total                     | 648
decoder.max_pkt_size                                         | Total                     | 23400
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 216
flow.active                                                  | Total                     | 199
flow.tcp                                                     | Total                     | 133
flow.udp                                                     | Total                     | 83
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 17
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25431
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 107379
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 15
app_layer.tx.mdns                                            | Total                     | 135
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 204
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 17
flow.mgr.full_hash_pass                                      | Total                     | 35
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 217
flow.mgr.flows_notimeout                                     | Total                     | 217
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:23:50 (uptime: 0d, 00h 06m 10s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 131971
decoder.bytes                                                | Total                     | 85115095
decoder.ipv4                                                 | Total                     | 131947
decoder.ipv6                                                 | Total                     | 24
decoder.tcp                                                  | Total                     | 131571
tcp.syn                                                      | Total                     | 86
tcp.synack                                                   | Total                     | 99
tcp.rst                                                      | Total                     | 43
decoder.udp                                                  | Total                     | 400
decoder.avg_pkt_size                                         | Total                     | 644
decoder.max_pkt_size                                         | Total                     | 23400
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 219
flow.active                                                  | Total                     | 201
flow.tcp                                                     | Total                     | 136
flow.udp                                                     | Total                     | 83
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 18
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25520
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 108835
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 15
app_layer.tx.mdns                                            | Total                     | 135
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 206
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 18
flow.mgr.full_hash_pass                                      | Total                     | 36
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 217
flow.mgr.flows_notimeout                                     | Total                     | 217
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:23:58 (uptime: 0d, 00h 06m 18s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 133193
decoder.bytes                                                | Total                     | 85425576
decoder.ipv4                                                 | Total                     | 133161
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 132747
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 446
decoder.avg_pkt_size                                         | Total                     | 641
decoder.max_pkt_size                                         | Total                     | 23400
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25544
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 110047
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 19
app_layer.tx.mdns                                            | Total                     | 179
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 208
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 37
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 222
flow.mgr.flows_notimeout                                     | Total                     | 222
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:24:06 (uptime: 0d, 00h 06m 26s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 134653
decoder.bytes                                                | Total                     | 85813211
decoder.ipv4                                                 | Total                     | 134621
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 134203
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 450
decoder.avg_pkt_size                                         | Total                     | 637
decoder.max_pkt_size                                         | Total                     | 23400
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25545
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 111507
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 19
app_layer.tx.mdns                                            | Total                     | 179
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 212
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 38
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 225
flow.mgr.flows_notimeout                                     | Total                     | 225
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:24:14 (uptime: 0d, 00h 06m 34s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 136317
decoder.bytes                                                | Total                     | 86471010
decoder.ipv4                                                 | Total                     | 136285
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 135867
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 450
decoder.avg_pkt_size                                         | Total                     | 634
decoder.max_pkt_size                                         | Total                     | 24042
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25662
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 113121
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 19
app_layer.tx.mdns                                            | Total                     | 179
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 212
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 38
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 225
flow.mgr.flows_notimeout                                     | Total                     | 225
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:24:22 (uptime: 0d, 00h 06m 42s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 137289
decoder.bytes                                                | Total                     | 86725213
decoder.ipv4                                                 | Total                     | 137257
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 136839
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 450
decoder.avg_pkt_size                                         | Total                     | 631
decoder.max_pkt_size                                         | Total                     | 24042
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25668
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 114093
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 19
app_layer.tx.mdns                                            | Total                     | 179
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 212
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 39
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 225
flow.mgr.flows_notimeout                                     | Total                     | 225
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:24:30 (uptime: 0d, 00h 06m 50s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 138521
decoder.bytes                                                | Total                     | 87062341
decoder.ipv4                                                 | Total                     | 138489
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 138071
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 450
decoder.avg_pkt_size                                         | Total                     | 628
decoder.max_pkt_size                                         | Total                     | 24042
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 4
tcp.ssn_from_pool                                            | Total                     | 4
tcp.invalid_checksum                                         | Total                     | 25671
tcp.segment_from_pool                                        | Total                     | 19
detect.alert                                                 | Total                     | 115325
app_layer.flow.quic                                          | Total                     | 2
app_layer.tx.quic                                            | Total                     | 17
app_layer.flow.mdns                                          | Total                     | 19
app_layer.tx.mdns                                            | Total                     | 179
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 212
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 40
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 225
flow.mgr.flows_notimeout                                     | Total                     | 225
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980736
tcp.reassembly_memuse                                        | Total                     | 929792
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 14:24:38 (uptime: 0d, 00h 06m 58s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 139917
decoder.bytes                                                | Total                     | 87505765
decoder.ipv4                                                 | Total                     | 139885
decoder.ipv6                                                 | Total                     | 32
decoder.tcp                                                  | Total                     | 139463
tcp.syn                                                      | Total                     | 87
tcp.synack                                                   | Total                     | 101
tcp.rst                                                      | Total                     | 44
decoder.udp                                                  | Total                     | 454
decoder.avg_pkt_size                                         | Total                     | 625
decoder.max_pkt_size                                         | Total                     | 28156
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 224
flow.active                                                  | Total                     | 202
flow.tcp                                                     | Total                     | 137
flow.udp                                                     | Total                     | 87
