---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 13:09:56 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:15 (uptime: 0d, 00h 06m 01s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 87442
decoder.bytes                                                | Total                     | 75412332
decoder.ipv4                                                 | Total                     | 87362
decoder.ipv6                                                 | Total                     | 80
decoder.tcp                                                  | Total                     | 84697
tcp.syn                                                      | Total                     | 366
tcp.synack                                                   | Total                     | 225
tcp.rst                                                      | Total                     | 249
decoder.udp                                                  | Total                     | 2745
decoder.avg_pkt_size                                         | Total                     | 862
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 228
flow.total                                                   | Total                     | 517
flow.active                                                  | Total                     | 464
flow.tcp                                                     | Total                     | 330
flow.udp                                                     | Total                     | 187
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 53
tcp.sessions                                                 | Total                     | 228
tcp.ssn_from_pool                                            | Total                     | 228
tcp.segment_from_cache                                       | Total                     | 3594
tcp.segment_from_pool                                        | Total                     | 5281
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 74
detect.alert                                                 | Total                     | 33673
detect.alerts_suppressed                                     | Total                     | 189
app_layer.flow.tls                                           | Total                     | 114
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 29
app_layer.tx.quic                                            | Total                     | 151
app_layer.flow.mdns                                          | Total                     | 20
app_layer.tx.mdns                                            | Total                     | 344
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 91
app_layer.tx.dns_udp                                         | Total                     | 208
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 53
flow.mgr.full_hash_pass                                      | Total                     | 35
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 594
flow.mgr.flows_notimeout                                     | Total                     | 594
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 3672944
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:23 (uptime: 0d, 00h 06m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 87833
decoder.bytes                                                | Total                     | 75506250
decoder.ipv4                                                 | Total                     | 87745
decoder.ipv6                                                 | Total                     | 88
decoder.tcp                                                  | Total                     | 85009
tcp.syn                                                      | Total                     | 380
tcp.synack                                                   | Total                     | 234
tcp.rst                                                      | Total                     | 254
decoder.udp                                                  | Total                     | 2824
decoder.avg_pkt_size                                         | Total                     | 859
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 238
flow.total                                                   | Total                     | 531
flow.active                                                  | Total                     | 474
flow.tcp                                                     | Total                     | 340
flow.udp                                                     | Total                     | 191
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 57
tcp.sessions                                                 | Total                     | 238
tcp.ssn_from_pool                                            | Total                     | 238
tcp.segment_from_cache                                       | Total                     | 3623
tcp.segment_from_pool                                        | Total                     | 5396
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 75
detect.alert                                                 | Total                     | 33932
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 123
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 29
app_layer.tx.quic                                            | Total                     | 151
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 388
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 91
app_layer.tx.dns_udp                                         | Total                     | 208
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 57
flow.mgr.full_hash_pass                                      | Total                     | 36
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 613
flow.mgr.flows_notimeout                                     | Total                     | 613
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 3740528
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:31 (uptime: 0d, 00h 06m 17s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 88001
decoder.bytes                                                | Total                     | 75568919
decoder.ipv4                                                 | Total                     | 87913
decoder.ipv6                                                 | Total                     | 88
decoder.tcp                                                  | Total                     | 85123
tcp.syn                                                      | Total                     | 386
tcp.synack                                                   | Total                     | 236
tcp.rst                                                      | Total                     | 258
decoder.udp                                                  | Total                     | 2878
decoder.avg_pkt_size                                         | Total                     | 858
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 241
flow.total                                                   | Total                     | 537
flow.active                                                  | Total                     | 480
flow.tcp                                                     | Total                     | 343
flow.udp                                                     | Total                     | 194
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 57
tcp.sessions                                                 | Total                     | 241
tcp.ssn_from_pool                                            | Total                     | 241
tcp.segment_from_cache                                       | Total                     | 3632
tcp.segment_from_pool                                        | Total                     | 5424
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 78
detect.alert                                                 | Total                     | 34006
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 125
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 30
app_layer.tx.quic                                            | Total                     | 156
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 388
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 93
app_layer.tx.dns_udp                                         | Total                     | 212
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 57
flow.mgr.full_hash_pass                                      | Total                     | 37
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 619
flow.mgr.flows_notimeout                                     | Total                     | 619
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 3775344
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:39 (uptime: 0d, 00h 06m 25s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 88090
decoder.bytes                                                | Total                     | 75605955
decoder.ipv4                                                 | Total                     | 88002
decoder.ipv6                                                 | Total                     | 88
decoder.tcp                                                  | Total                     | 85202
tcp.syn                                                      | Total                     | 387
tcp.synack                                                   | Total                     | 236
tcp.rst                                                      | Total                     | 259
decoder.udp                                                  | Total                     | 2888
decoder.avg_pkt_size                                         | Total                     | 858
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 241
flow.total                                                   | Total                     | 539
flow.active                                                  | Total                     | 482
flow.tcp                                                     | Total                     | 343
flow.udp                                                     | Total                     | 196
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 57
tcp.sessions                                                 | Total                     | 241
tcp.ssn_from_pool                                            | Total                     | 241
tcp.segment_from_cache                                       | Total                     | 3640
tcp.segment_from_pool                                        | Total                     | 5457
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 85
detect.alert                                                 | Total                     | 34063
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 125
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 30
app_layer.tx.quic                                            | Total                     | 156
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 388
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 95
app_layer.tx.dns_udp                                         | Total                     | 216
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 57
flow.mgr.full_hash_pass                                      | Total                     | 37
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 625
flow.mgr.flows_notimeout                                     | Total                     | 625
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 3865456
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:47 (uptime: 0d, 00h 06m 33s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 88268
decoder.bytes                                                | Total                     | 75705730
decoder.ipv4                                                 | Total                     | 88180
decoder.ipv6                                                 | Total                     | 88
decoder.tcp                                                  | Total                     | 85374
tcp.syn                                                      | Total                     | 394
tcp.synack                                                   | Total                     | 238
tcp.rst                                                      | Total                     | 264
decoder.udp                                                  | Total                     | 2894
decoder.avg_pkt_size                                         | Total                     | 857
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 244
flow.total                                                   | Total                     | 544
flow.active                                                  | Total                     | 487
flow.tcp                                                     | Total                     | 346
flow.udp                                                     | Total                     | 198
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 57
tcp.sessions                                                 | Total                     | 244
tcp.ssn_from_pool                                            | Total                     | 244
tcp.segment_from_cache                                       | Total                     | 3653
tcp.segment_from_pool                                        | Total                     | 5530
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 87
detect.alert                                                 | Total                     | 34159
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 126
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 30
app_layer.tx.quic                                            | Total                     | 156
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 388
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 97
app_layer.tx.dns_udp                                         | Total                     | 222
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 57
flow.mgr.full_hash_pass                                      | Total                     | 38
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 630
flow.mgr.flows_notimeout                                     | Total                     | 630
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 3902320
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:28:55 (uptime: 0d, 00h 06m 41s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 88381
decoder.bytes                                                | Total                     | 75746768
decoder.ipv4                                                 | Total                     | 88293
decoder.ipv6                                                 | Total                     | 88
decoder.tcp                                                  | Total                     | 85479
tcp.syn                                                      | Total                     | 399
tcp.synack                                                   | Total                     | 240
tcp.rst                                                      | Total                     | 269
decoder.udp                                                  | Total                     | 2902
decoder.avg_pkt_size                                         | Total                     | 857
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 247
flow.total                                                   | Total                     | 551
flow.active                                                  | Total                     | 494
flow.tcp                                                     | Total                     | 349
flow.udp                                                     | Total                     | 202
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 57
tcp.sessions                                                 | Total                     | 247
tcp.ssn_from_pool                                            | Total                     | 247
tcp.segment_from_cache                                       | Total                     | 3667
tcp.segment_from_pool                                        | Total                     | 5572
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 87
detect.alert                                                 | Total                     | 34227
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 128
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 30
app_layer.tx.quic                                            | Total                     | 156
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 388
app_layer.flow.failed_udp                                    | Total                     | 46
app_layer.flow.dns_udp                                       | Total                     | 101
app_layer.tx.dns_udp                                         | Total                     | 230
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 57
flow.mgr.full_hash_pass                                      | Total                     | 39
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 635
flow.mgr.flows_notimeout                                     | Total                     | 635
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 4039536
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:29:03 (uptime: 0d, 00h 06m 49s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 88930
decoder.bytes                                                | Total                     | 76062900
decoder.ipv4                                                 | Total                     | 88840
decoder.ipv6                                                 | Total                     | 90
decoder.tcp                                                  | Total                     | 85934
tcp.syn                                                      | Total                     | 413
tcp.synack                                                   | Total                     | 247
tcp.rst                                                      | Total                     | 281
decoder.udp                                                  | Total                     | 2996
decoder.avg_pkt_size                                         | Total                     | 855
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 255
flow.total                                                   | Total                     | 588
flow.active                                                  | Total                     | 520
flow.tcp                                                     | Total                     | 358
flow.udp                                                     | Total                     | 230
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 68
tcp.sessions                                                 | Total                     | 255
tcp.ssn_from_pool                                            | Total                     | 255
tcp.segment_from_cache                                       | Total                     | 3732
tcp.segment_from_pool                                        | Total                     | 5759
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 87
detect.alert                                                 | Total                     | 34498
detect.alerts_suppressed                                     | Total                     | 190
app_layer.flow.tls                                           | Total                     | 132
app_layer.flow.dns_tcp                                       | Total                     | 62
app_layer.tx.dns_tcp                                         | Total                     | 126
app_layer.flow.quic                                          | Total                     | 32
app_layer.tx.quic                                            | Total                     | 166
app_layer.flow.mdns                                          | Total                     | 28
app_layer.tx.mdns                                            | Total                     | 396
app_layer.flow.failed_udp                                    | Total                     | 52
app_layer.flow.dns_udp                                       | Total                     | 117
app_layer.tx.dns_udp                                         | Total                     | 264
app_layer.flow.sip_udp                                       | Total                     | 1
app_layer.error.sip_udp.parser                               | Total                     | 8
flow.end.state.new                                           | Total                     | 68
flow.mgr.full_hash_pass                                      | Total                     | 40
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9200
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 657
flow.mgr.flows_notimeout                                     | Total                     | 657
memcap.pressure                                              | Total                     | 7
memcap.pressure_max                                          | Total                     | 7
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 4980808
tcp.reassembly_memuse                                        | Total                     | 4109168
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 6834304
---------------------------------------------------------------------------------------------------
Date: 9/25/2025 -- 20:29:11 (uptime: 0d, 00h 06m 57s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 89171
decoder.bytes                                                | Total                     | 76153979
decoder.ipv4                                                 | Total                     | 89081
decoder.ipv6                                                 | Total                     | 90
decoder.tcp                                                  | Total                     | 86126
tcp.syn                                                      | Total                     | 425
tcp.synack                                                   | Total                     | 254
tcp.rst                                                      | Total                     | 287
decoder.udp                                                  | Total                     | 3045
decoder.avg_pkt_size                                         | Total                     | 854
decoder.max_pkt_size                                         | Total                     | 1490
tcp.active_sessions                                          | Total                     | 263
flow.total                                                   | Total                     | 609
flow.active                                                  | Total                     | 541
flow.tcp                                                     | Total                     | 366
flow.udp                                                     | Total                     | 243
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 68
tcp.sessions                                                 | Total                     | 263
tcp.ssn_from_pool                                            | Total                     | 263
tcp.segment_from_cache                                       | Total                     | 3770
